Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
Mercantile Group M,Knoxville Food Mart,2300 N Knoxville AVE,,Peoria,IL,61603,,3096880655,,M-Markets,,1013,,,12,1,none,0,0,1000,,,,,,,,,,,,,,3288,,,2,,,,,2300,N,Knoxville,AVE,,,,40.7156735,Agriculture/Food,,,-89.5935212,519,0,16T  BL  8093  1043,,,,,Non-Combustible (Masonry) Class I,10,,Suburban
Mercantile Group M (Liquor Lic.),Kroger,3311 N Sterling AVE,,Peoria,IL,61604,,,,M-Markets,,,,,,2,,0,0,48000,,,,,,,,,,,,,,14,,,,,,,,3311,N,Sterling,AVE,,,,40.7278513,,,,-89.6338171,519,0,16T BL 7768 1166,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M (Liquor Lic.),Kroger,801 W Lake AVE,,Peoria,IL,61614,,,,B- Business,,,,,,2,,,,48000,,,,,,,,,,,,,,485561 - 1,,,,,,,,801,W,Lake,AVE,,,,40.741462,,,,-89.6055034,519,0,16T  BL  8000  1332,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M (Liquor Lic.),Kroger,9219 N Lindbergh DR,,Peoria,IL,61615,kasondra.garber@stores.kroger.com,,,M-Markets,,,,,,2,,,,55000,,,,,,,,,,,,,,50569,,,,,,,,9219,N,Lindbergh,DR,,,,40.7997356,,,,-89.6113314,519,0,16T BL 7970 1980,,,,,Non-Combustible (All Metal) Class II,15,,
Mercantile Group M (Liquor Lic.),Kroger,2321 N Wisconsin AVE,,Peoria,IL,61603,,,,M-Markets,,,in back C/D side,,30,2,0,0,0,80000,,,FDC on the C/D side by the loading docks,,,,,,,,,,,47976,,,,,,,,2321,N,Wisconsin,AVE,,,,40.716185,,,,-89.5852661,519,0,16T BL 8163 1046,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,10,,
Mercantile Group M (Liquor Lic.),La Favorita,1621 N Knoxville AVE,,Peoria,IL,61603,,,,M- Retail or Wholesale Stores,,,,,,1,no,0,0,4500,,,,,,,,,,,,,Storage in mezzanine,8195,,,65,,,,,1621,N,Knoxville,AVE,,,,40.7073526,,,,-89.59435,519,0,,,,,,Ordinary (Joisted Masonry) Class III,1,,
Mercantile Group M,Lane Bryant,2200 W War Memorial DR #A101,,Peoria,IL,61613,,550-9892,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,5673,,,,,,,,,,,,,,49267 - 76,,,,,,,,2200,W,War Memorial,DR,,A101,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Le Bakery,4700 N University ST #14a,,Peoria,IL,61614,contactlebakery@gmail.com,3096939190,,M- Retail or Wholesale Stores,,1110,,Knox box,18,1,No,30,40,1200,,Back room,None,,,,Strip mall,,Front and rear,None,None,7a-6p,,46255,,0,20,,,,,4700,N,University,ST,,14a,,40.7447173,,14a,1980,-89.6096459,549,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,lens crafters,4203 N Sheridan RD #a1-6,,Peoria,IL,61614,,,,B- Business,,113,,,,,,,,,,,,,,,,,,,,,,37841,,1,,,,,,4203,N,Sheridan,RD,,a1-6,,40.7386117,,,,-89.6035556,549,0,16T BL 8010 1290 ,,,,,Ordinary (Joisted Masonry) Class III,10,,
Mercantile Group M,Lids,2200 W War Memorial DR #DU06,,Peoria,IL,61613,,682-6864,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,1260,,,,,,,,,,,,,,49267 - 53,,,,,,,,2200,W,War Memorial,DR,,DU06,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Little Cesear's Pizza,4325 N Sheridan RD #4,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,,,,,1,,0,0,1200,,,,,,,,,,,,,,485425 - 1,,,12,,,,,4325,N,Sheridan,RD,,4,,40.7407562,,,,-89.6035259,,0,,,,,,Non-Combustible (All Metal) Class II,11,,
Mercantile Group M,Louisville Ladder,7921 N Hale AVE,,Peoria,IL,61604,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,8793,,,,,,,,7921,N,Hale,AVE,,,,40.78395,,,,-89.6077706,,0,16T BL 7994 1814,,,,,,15,,
Mercantile Group M,M&M Tire Detail,901 W Main ST #A,,Peoria,IL,61606,,,,M-Motor Vehicle Service Stations,,,,Yes,,1,No,0,0,1500,Rear of building,Front door hallway,None,None,,,1 foot between units,,"Front, east side, rear",,None,5-Sep,Large amount of materials in building.,8082,,2,2,,,,,901,W,Main,ST,,A,,40.7000071,,,,-89.6079887,579,0,16T  BL  7966  0872,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Beam - Wood,Ordinary (Joisted Masonry) Class III,3,,
Mercantile Group M,Maaco ,4748 N Brandywine DR,,Peoria,IL,61614,,309-685-4748,,M-Motor Vehicle Service Stations,,,,,20,2,0,0,0,10000,,rear of building,,,,,,,,,,,,44837,,,,,,,,4748,N,Brandywine,DR,,,,40.7463392,,,,-89.6298971,579,0,,,,,,Ordinary (Joisted Masonry) Class III,13,,
Mercantile Group M (Liquor Lic.),MacDonald Shell #4,9109 N Allen RD,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,,,,,1,,0,0,8164,,,,,,,,,,,,,,44128,,,,,,,,9109,N,Allen,RD,,,,40.7983924,,,,-89.631944,571,0,16T BL 7796 1971,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,20,,
Mercantile Group M (Liquor Lic.),Main Street Liquor,615 W Main ST,,Peoria,IL,61606,,,,M-Markets,,314,,,25,1,,25,92,2300,,,,,,,,,,Heavy Gate after Hours,,Day evening,,10288,,,,,,,,615,W,Main,ST,,,,40.6998724,,,,-89.6028342,519,0,16T BL 8009 0869,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,3,,
Mercantile Group M,Mathis Kelly,8623 N University ST,,Peoria,IL,61614,,309-589-5725,,M- Sales Room,,,,,,1,,60,100,6000,,,none,none,,none,,,,,,,,,,,4,,,,,8623,N,University,ST,,,,40.7929477,,,,-89.6220443,599,0,,,"Flat - Contains no slope, may or may not have eaves",,,Fire Resistive Class I,20,,
Mercantile Group M,Maurices,2200 W War Memorial DR #BU 04C,,Peoria,IL,61613,,,,M- Retail or Wholesale Stores,,1306,,,,1,,,,5734,,,,,,,,,,,,,,49267 - 50,,,,,,,,2200,W,War Memorial,DR,,BU 04C,,40.7408508,,,1973,-89.6293945,581,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Maxie Beauty Supply,200 N Mac Arthur HWY,,Peoria,IL,61605,,,,B- Business,,,,,,1,,,,300,,,,,,,,,,,,,,9261 - 3,,,,,,,,200,N,Mac Arthur,HWY,,,,40.6908015,,,,-89.6069448,,0,16T  BL  7970  0770,,,,,Wood Frame Class V,8,,
Mercantile Group M,MCCOYS QUALITY SERVICES,1016 W MAIN ST #MARKET,,PEORIA,IL,61606,,3096764441,,B- Business,Out of business.  No one answers the door.  Appears there is no business there.  Made several attempts to contact someone at the address as well as via phone ending with negative results.,,unknown,unknown,,1,,0,0,1000,rear of building,unknown,n/a,n/a,N/A,,businesses attached on both sides with apartments above.,,north side,n/a,unknown,unknown,,45417,,,0,,,,,1016,W,MAIN,ST,,MARKET,,40.6996574,,,,-89.610103,599,0,16T  BL  7948  0869,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Beam - Wood,Non-Combustible (Masonry) Class I,3,,
Mercantile Group M,McDONALDS,1017 W MAIN ST,,PEORIA,IL,61606,,,,A-2 Restaurants,,,none,With owner,,1,No,0,0,1500,,North east room,N/A,N/a,,HYDRANT,None,liquid co2 (750lbs),West side and south side,None,None,Daytime/evening,,45410,,1,15,,,,,1017,W,MAIN,ST,,,,40.7000831,,,,-89.6099633,161,0,16T  BL  7949  0874,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Composite (wood/metal), Solid Web",Non-Combustible (Masonry) Class I,3,,
Mercantile Group M,Menard's,2627 W Townline RD,,Peoria,IL,61615,,693-0416,,M- Retail or Wholesale Stores,,2005,,,,,,,,,,,Near front entrance,Near front entrance,,Private hydrants throughout,,,,,,,,29438,,,,,,,,2627,W,Townline,RD,,,,40.7988378,,,,-89.6348527,581,0,16T BL 7772 1976,,,,,Non-Combustible (All Metal) Class II,20,,
Mercantile Group M,Metro Centre,4700 N University ST,,Peoria,IL,61614,,,,B- Business,Master for the Metro Centre,,,,,,,,,,,,,,,,,,,,,,,485606,,,,,,,,4700,N,University,ST,,,,40.7454525,,,,-89.608908,580,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Metro PCS,2519 W Reservoir BLVD,,Peoria,IL,61614,alhaireservoir2016@gmail.com,309-731-1477,,M- Sales Room,,1314,,,12,1,0,30,40,1200,,,,,,,,,,,,,,47307,,,,,,,,2519,W,Reservoir,BLVD,,,,40.7333115,,,,-89.6327961,500,0,16T BL 7774 1239,,,,,Wood Frame Class V,13,,
Mercantile Group M,Millworks,7022 N University,,Peoria,IL,61614,,309-691-2595,,M- Retail or Wholesale Stores,,,,,20,1,no,40,80,3200,Gas meter C side,"Electric meter C side
Main fuse box- Back wall of warehouse (C side)",,,,,,LP storage A/D side,,,,0900-1700,Forklift with LP in warehouse,18019,,,,,,,,7022,N,University,,,,,40.7737462,,,,-89.6176601,549,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Mercantile Group M,Ming Spa,2200 W War Memorial DR #CU16,,Peoria,IL,61613,,688-8767,,B- Barber/Beauty Shops,,1306,,,,1,No,0,0,2035,,,,,,,,,,,,,,49267 - 45,,,,,,,,2200,W,War Memorial,DR,,CU16,,40.7408508,,,1973,-89.6293945,557,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,MISSION MART THRIFT STORE,1614 W Pioneer PKY,,Peoria,IL,61615,,(309) 693-2110,,M- Retail or Wholesale Stores,,1507,,,15,1,No,80,120,9600,Delta side exterior.,Located in the store room towards the back on the right.,,,,,,,,,,8:00 to 20:00,1614 & 1616 W. Pioneer Pkwy are now one business.,108091,,,,,,,,1614,W,Pioneer,PKY,,,,40.782708,,,,-89.617433,549,0,16T BL 791* 179*,,,,,Ordinary (Joisted Masonry) Class III,15,,
Mercantile Group M,Monster Pawn,625 W Main ST,,Peoria,IL,61606,Dmvolpe@yahoo.com,713.2611,,M- Retail or Wholesale Stores,,315,,,18,1,no,35,250,8750,,,,,,,,,,,,,,485420,,,,,,,,625,W,Main,ST,,,,40.699982,,,,-89.606779,580,0,16T BL 8007 0869,,,,,Ordinary (Joisted Masonry) Class III,3,,
Mercantile Group M,Muir omni graphics,911 W main ST #graphics,,peoria,IL,61606,,3096737034,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,,No,,1,Yes,50,30,3000,Rear of building,Middle of building,none,None,,1000,Building to the west,,Front and rear of building,None,None,Daytime,,4923,,1,15,,,,,911,W,main,ST,,graphics,,40.6997317,,,,-89.6084784,549,0,16T  BL  7961  0869,,,,,Ordinary (Joisted Masonry) Class III,3,,
Mercantile Group M,Murrys Custom Autobody,1501 SW Jefferson AVE,,Peoria,IL,61605,,,,M-Motor Vehicle Service Stations,,,,,,1,0,100,200,20000,,,,,,,,,,,,,,33493,,,,,,,,1501,SW,Jefferson,AVE,,,,40.6818517,,,,-89.6085403,549,0,,,,,,,,,
Mercantile Group M,My Dog's Bakery,4100 W Willow Knolls DR #A4,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,49266 - 2,,,,,,,,4100,W,Willow Knolls,DR,,A4,,40.7722244,,,1986,-89.6559316,581,0,,,,,,Non-Combustible (All Metal) Class II,19,,
Mercantile Group M,Northwoods Mall,2200 W War Memorial DR,,Peoria,IL,61613,,309-688-0444,,M- Retail or Wholesale Stores,Master Occupancy,1306,,,,,,,,,,,,,,,,,,,,,,49267,,,,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,581,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Off the Wall,2200 W War Memorial DR #AU01B,,Peoria,IL,61613,, 679-2007,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,8512,,,,,,,,,,,,,,49267 - 52,,,,,,,,2200,W,War Memorial,DR,,AU01B,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7800 1339,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Office Max,4100 W Willow Knolls DR #D1,,Peoria,IL,61615,,691.33,,M- Retail or Wholesale Stores,,,at front door,at front door and sprinkler room,221,1,No,250,250,62500,C side,C side interior & exterior,,,,,,,,,,,,49266 - 4,,,,,,,,4100,W,Willow Knolls,DR,,D1,,40.7722244,,,,-89.6559316,569,0,16T BL 7586 1685,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Non-Combustible (All Metal) Class II,19,,
Mercantile Group M,One Stop Shop,1213 E McClure AVE,,Peoria,IL,61603,,,,M-Markets,,1011,,,,1,,0,0,3500,,,,,,,,,,,,,,49322,,,,,,,,1213,E,McClure,AVE,,,,40.717728,,,,-89.577433,511,0,16T BL 8229 1062,,,,,Wood Frame Class V,10,,
Mercantile Group M,Oreck clean Home Center,4620 N University ST #9,,Peoria,IL,61614,,(309)690-3306,,B- Business,,1110,,Knox box,18,1,No,0,0,2000,,Rear wall,,,,,Strip mall,,Front and rear,None,Strip mall,Business hours,,46279,,0,4,,,,,4620,N,University,ST,,9,,40.7447749,,9,1980,-89.6094052,539,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Steel,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Out of Business,2006 S Griswold ST,,Peoria,IL,61605,,,,M- Retail or Wholesale Stores,Vacant structure,,Unknown,Unknown,30,1,Unknown,60,40,2400,unknown,unknown,,,,,No exposures,,Vacant and secure,None,,vacant,,33290,,1,0,,,,,2006,S,Griswold,ST,,,,40.6655318,,,,-89.6323138,,0,16T BL 7749 0496,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Wood, Open Web",Ordinary (Joisted Masonry) Class III,4,,Urban
Mercantile Group M,Out of Business,4125 N Sheridan RD,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1113,,knox box in front of unit,15,1,,30,60,1800,exterior C side,interior rear of unit,,,,,,,,,,,,49969,,1,,,,,,4125,N,Sheridan,RD,,,,40.737547,,,,-89.603485,581,0,16T BL 8016 1286,,,,,Non-Combustible (All Metal) Class II,11,,
Mercantile Group M,Out of Business,4125 N Sheridan RD,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1113,,,10,1,,30,60,1800,exterior &#34;C&#34; side,interior rear of unit,,,,"red top hydrant 60' east
private hydrant 100' north",,,,,,,,108067 - 11,,,,,,,,4125,N,Sheridan,RD,,,,40.7382229,,,,-89.6052228,581,0,16T  BL  8016  ,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Beam - Steel,Ordinary (Joisted Masonry) Class III,11,,Urban
Mercantile Group M,Pac Sun,2200 W War Memorial DR,,Peoria,IL,61613,,,,M- Sales Room,,1306,,,,1,,,,0,,,,,,,,,,,,,,49267 - 16,,,,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,549,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Paint Creations Inc,1025 W Olympia DR,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,Paint Creations Inc,,,,,,,,,,,,,,,,,,,,,,,108053,,,,,,,,1025,W,Olympia,DR,,,,40.7870009,,,,-89.609416,,0,,,,,,,,,
Mercantile Group M,Pawn King,3108 N University ST,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,Building added addition to existing building.,,,,,,,,,,,,,,,,,,,,,,,45402,,,,,,,,3108,N,University,ST,,,,40.7254907,,,,-89.6124037,580,0,16T BL 7937 1156,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Payless Shoe Store,2200 W War Memorial DR #BU 07,,Peoria,IL,61613,,,,M- Retail or Wholesale Stores,,1306,,,,1,,,,3062,,,,,,,,,,,,,,49267 - 48,,,,,,,,2200,W,War Memorial,DR,,BU 07,,40.7408508,,,1973,-89.6293945,580,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Pearl Vision,2200 W War Memorial DR,,Peoria,IL,61613,,,,B- Business,,1306,,,,1,,,,4459,,,,,,,,,,,,,,49267 - 55,,,,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,557,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Peoria Camera,4700 N University ST #64,,Peoria,IL,61614,info@peoriacamerashop.com,(309)693-9191,(309)693-4468,M- Retail or Wholesale Stores,,1110,,,,1,,,,480,,,none,none,,,,,,,,,,46283,,,,,,,,4700,N,University,ST,,64,,40.7443188,,64,,-89.6116715,,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Peoria Hydromatic,905 W Main ST,,Peoria,IL,61606,,3096736397,,M-Motor Vehicle Service Stations,,,unknown,unknown,,1,,0,0,5000,rear of building,unknown,,,none,,east side building attached,none,front and rear door,none,none,daytime,none,19575,,1,2,,,,,905,W,Main,ST,,,,40.7000146,,,,-89.6081753,700,0,16T  BL  7964  0872,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Wood,Non-Combustible (Masonry) Class I,3,,
Mercantile Group M,Peoria Rescue Ministires,1114 SW Jefferson AVE,,Peoria,IL,61605,,673-3688,,M- Retail or Wholesale Stores,"9-11-2017 spoke w/ Mr. R. Rupke about his contractor finishing the door and sidewalk. He said the contractor was going to fit into his scheduled but this has been going on for several months. Rupke is going to call him tomorrow to get a definite date, as we both want to get this project completed ASAP.9-12-2017 R. Rupke says contractor will be out this Saturday (9-16-2017) to repair door and then next w/o 9-18-2017 to pour sidewalk.10-21-2017 R. Rupke said door is in and will be installed and build sidewalk. I gave Mr. Rupke until this Thursday, Oct. 26, to complete the door/exit access and if not done that portion of the building will be off limits to the public.10/26/2017  All corrected.",201,,,,,,,,,,,,,,,,,,,,,,25305,,,,,,,,1114,SW,Jefferson,AVE,,,,40.684249,,,2017,-89.603339,581,0,16T BL 7999 0696,,,,,Non-Combustible (All Metal) Class II,,,
Mercantile Group M,Peoria Tire & Vulcanizing,8321 N Knoxville AVE,,Peoria,IL,61615,,3096938473,,M-Motor Vehicle Service Stations,,1514,Hallway in office,,12,1,No,100,275,27500,North side,North side  in work area,,Rear of building,,,,Oxy-acetlyne,,,,7:00 am to 5:00pm Mon-Friday 7:00 to 12:00 saturday,,18766,,0,15,,,,,8321,N,Knoxville,AVE,,,,40.7890166,,,,-89.6035123,571,0,,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (Masonry) Class I,15,,
Mercantile Group M,Pink,2200 W War Memorial DR #B101A,,Peoria,IL,61613,,681-4634,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,3481,,,,,,,,,,,,,,49267 - 72,,,,,,,,2200,W,War Memorial,DR,,B101A,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Plaza Hair Salon,2321 W Reservoir BLVD,,Peoria,IL,61615,none at this time,309-688-5113,,B- Barber/Beauty Shops,,1314,,,12,1,0,30,30,900,,,,,,,,Cleaning supplies 4gal and spray flammables,,,,,,22623,,,,,,,,2321,W,Reservoir,BLVD,,,,40.7325798,,,,-89.6289707,557,0,16T BL 7765 1245,,,,,Ordinary (Joisted Masonry) Class III,13,,
Mercantile Group M,Plaza Jewelry,712 W Main ST,,Peoria,IL,61606,,,,M- Retail or Wholesale Stores,,,,,,1,0,0,0,1000,,,,,,,,,,,,,,46729,,,,,,,,712,W,Main,ST,,,,40.6995185,,,,-89.6041139,549,0,16t bl 7998 0866,,,,,,3,,
Mercantile Group M,Pottstown Meat and Deli,4700 N University ST #51-52,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1110,,,,,,,,,,,,,,,,,,,,,,49755,,,,,,,,4700,N,University,ST,,51-52,,40.7447173,,51-52,,-89.6096459,519,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,ProImage Sports,2200 W War Memorial DR #BU 08,,Peoria,IL,61613,,,,M- Sales Room,no email,1306,,,,1,,,,3405,,,,,,,,,,,,,,49267 - 47,,,,,,,,2200,W,War Memorial,DR,,BU 08,,40.7408508,,,1973,-89.6293945,580,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,PUMPKIN GLASS,5901 N Prospect RD,,Peoria,IL,61614,bruce@pumpkinglass.com,3099663495,,M- Retail or Wholesale Stores,,,LOCATED IN ANOTHER BUSINESS,KNOX BOX,,1,0,0,0,2200,LOCATED IN ANOTHER LOCATION,BACK ROOM IN THIS BUSINESS,,NOT LOCATED IN THIS BUSINESS,,HYDRANTS LOCATED ON THE STREET NORTH OF THIS LOCATION ON PROSPECT,STRIP MALL BUSINESSES ON BOTH SIDES,NONE,,NONE,NONE,DAYTIME HOURS,SHOPPING COMPLEX NEED A SPECIFIC SUITE NUMBER,,,1,,,,,,5901,N,Prospect,RD,,,,40.7585082,,,,-89.5918501,549,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,,Wood Frame Class V,16,,
Mercantile Group M,Quantum Health,716 W Main ST W,,Peoria,IL,61603,,309 676-8322,,M- Retail or Wholesale Stores,,314,,,20,1,yes,30,50,1500,Gas shutoff located near front door A-Side,"Inside south wall





",,,,Hydrant on corner of Main and Sheridan Hydrant on corner of Main and Douglas approximately 500 feet apart.,Connecting business on either side,,,,,M-F  10am-530pm,,24918,,0,1,,,,,716,W,Main,ST,W,,,40.699578,Agriculture/Food,,1903,-89.6042085,519,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Wood,Ordinary (Joisted Masonry) Class III,3,,
Mercantile Group M,Radiator King,4748 N Brandywine DR #A,,Peoria,IL,61614,,309-685-4797,,M-Motor Vehicle Service Stations,,,,,,,,,,,,,,,,,,,,,,,,44836,,,,,,,,4748,N,Brandywine,DR,,A,,40.7463392,,,,-89.6298971,579,0,,,,,,,13,,
Mercantile Group M,Radio Shack,4125 N Sheridan RD #5,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1113,neighboring unit,knox box,10,1,,30,50,1500,exterior south side,interior rear of unit,,,,"red top 50' east
private hydrant 150' north",,,,,,,,46019,,,,,,,,4125,N,Sheridan,RD,,5,,40.7382229,,,,-89.6052228,581,0,16T  BL  8016  1290,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Rambler,805 SW Adams ST,,Peoria,IL,61605,,309.670.0179,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,50572,,,,,,,,805,SW,Adams,ST,,,,40.686448,,,,-89.59875,580,0,,,,,,Ordinary (Joisted Masonry) Class III,8,,
Mercantile Group M,Random,5901 E Prospect RD,,Peoria,IL,61614,random@randomclothier.com,309-689-0995,,M- Retail or Wholesale Stores,,1645,,,12,1,0,18,50,900,,,,,,,,cleaning supplies 1gal,,,,,,49308,,,,,,,,5901,E,Prospect,RD,,,,40.7585082,,,,-89.5918501,529,0,,,,,,,,,
Mercantile Group M,red wing shoes,4100 W Willow Knolls DR #c11,,Peoria,IL,61615,,309-693-0773,,M- Retail or Wholesale Stores,,1918,,,,1,0,0,0,900,north side,north side,north side,north side,,hydrant out front 50',east and west sides,,front and rear,none,,5-Sep,,45294,,0,30,,,,,4100,W,Willow Knolls,DR,,c11,,40.7729568,,,,-89.6538591,580,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,,Ordinary (Joisted Masonry) Class III,19,,
Mercantile Group M,Renovations & Restorations,901 W Main ST #B,,Peoria,IL,61606,,,,B- Business,,,N/a,With owner,,1,1,50,50,2500,North side of building,Front of building,N/a,N/a,,,Building attached to the west,,"North door, south roll up door",None,None,Night/day,,24448,,2,1,,,,,901,W,Main,ST,,B,,40.7000127,,,,-89.6071915,700,0,16T  BL  7966  0872,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,3,,
Mercantile Group M,Renovations & Restorations,841 W Main ST #B,,Peoria,IL,61606,,3096861062,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,W,Main,ST,,B,,40.7000127,,,,-89.6071915,,0,,,,,,,,,
Mercantile Group M,RICHARDS BUILDING SUPPLY CO,8710 N Pioneer RD,,Peoria,IL,61615,,(309) 693-8900,,M- Retail or Wholesale Stores,,2025,,,20,1,No,120,200,24000,,,,,,,,,,,,,"(2) buildings about 10,000 sq ft each, north building is office in front with warehouse behind, south wall exterior is cage with propane cylinders to support forklifts on-site. South Building holds haz-mat to include roofing tar, sealants in SW corner of building. Between buildings is storage for shingles, vinyl siding, and pallets. Heavy fire load in both buildings and outdoor storage between.",108095,,,8,,,,,8710,N,Pioneer,RD,,,,40.7936459,,,,-89.6242898,569,0,16T BL 786* 191*,,,,,Ordinary (Joisted Masonry) Class III,20,,
Mercantile Group M,Ritas Barber Shop,2524 N Farrelly CT,,Peoria,IL,61615,,309-685-9532,,B- Barber/Beauty Shops,,,,,,,,0,0,1000,,,,,,,,,,,,,,44984,,,,,,,,2524,N,Farrelly,CT,,,,40.7468173,,,,-89.6414997,557,0,,,,,,,13,,
Mercantile Group M,Rocket Tire,312 Edmund ST,,Peoria,IL,61605,,309-676-0124,,M-Motor Vehicle Service Stations,,,,,12,1,none,100,100,10000,,,none,none,,red hydrant,,,,,,,,45428,,,,,,,,312,,Edmund,ST,,,,40.6798483,,,,-89.6095684,571,0,,,,,,Non-Combustible (All Metal) Class II,8,,
