feature_ID,lower_PIN,PIN,owner_middleinitial,owner_name,owner_address,owner_address2,owner_city,owner_state,street_number,street_directionality,street_name,street_type,full_address,city,state,zipcode,tax_code,first_name,last_name,firestation,firezone
2544,1407401001,1407401001, ,WOOLSEY-WILTON FUNERAL HOME,1929 ALLEN PKWY #2920, ,HOUSTON,TX,2408,W,WILLOW KNOLLS,RD,2408 W WILLOW KNOLLS RD,PEORIA,IL,61614,8, ,WOOLSEY-WILTON FUNERAL HOME,16,1622
2547,1407403001,1407403001, ,"CURETON, RILEY",9518 N ROBINS NEST LN, ,BRIMFIELD,IL,2328,W,WILLOW KNOLLS,RD,2328 W WILLOW KNOLLS RD,PEORIA,IL,61614,8,RILEY,CURETON,16,1622
2548,1407403003,1407403003, ,KEMBA PEORIA CREDIT UNION,2318 W WILLOW KNOLLS RD, ,PEORIA,IL,2318,W,WILLOW KNOLLS,RD,2318 W WILLOW KNOLLS RD,PEORIA,IL,61614,8, ,KEMBA PEORIA CREDIT UNION,16,1622
2556,1407403009,1407403009, ,HOME BOUND HEALTHCARE INC,1615 VOLLMER RD, ,FLOSSMOOR,IL,2322,W,WILLOW KNOLLS,RD,2322 W WILLOW KNOLLS RD,PEORIA,IL,61614,8, ,HOME BOUND HEALTHCARE INC,16,1622
2464,1407476007,1407476007, ,GREATER PEORIA YOUNG MENS CHRISTIAN ASSOCIATION,7000 N FLEMING LN, ,PEORIA,IL,7000,N,FLEMING,LN,7000 N FLEMING LN,PEORIA,IL,61614,8, ,GREATER PEORIA YOUNG MENS CHRISTIAN ASSOCIATION,16,1623
2539,1407426006,1407426006, ,BICKFORD OF PEORIA LLC,13795 S MUR-LEN RD SUITE 301, ,OLATHE,KS,1920,W,WILLOW KNOLLS,RD,1920 W WILLOW KNOLLS RD,PEORIA,IL,61615,8, ,BICKFORD OF PEORIA LLC,16,1623
3121,1407426005,1407426005, ,JV LANDLORD PEORIA II LLC,222 ROBERT ROSE DR, ,MURFREESBORO,TN,2000,W,WILLOW KNOLLS,RD,2000 W WILLOW KNOLLS RD,PEORIA,IL,61615,8, ,JV LANDLORD PEORIA II LLC,16,1623
2365,1418376025,1418376025, ,MOC REALTY LLC,900 MAIN ST SUITE 660, ,PEORIA,IL,6000,W,ALLEN,RD,6000 W ALLEN RD,PEORIA,IL,61614,1, ,MOC REALTY LLC,16,1625
2380,1418402046,1418402046, ,FIRST PRESBYTERIAN CHURCH,ATTN REV RANDALL SAXON,2400 W NORTHMOOR RD,PEORIA,IL,2400,W,NORTHMOOR,RD,2400 W NORTHMOOR RD,PEORIA,IL,61614,1, ,FIRST PRESBYTERIAN CHURCH,16,1625
2274,1419204014,1419204014, ,OSF HEALTHCARE SYSTEM,800 NE GLEN OAK AVE, ,PEORIA,IL,5200,N,HAMILTON,RD,5200 N HAMILTON RD,PEORIA,IL,61614,1, ,OSF HEALTHCARE SYSTEM,16,1626
2384,1418402041,1418402041, ,LIVING HOPE EVANGELICAL LUTHERAN CHURCH,2110 W NORTHMOOR RD, ,PEORIA,IL,2110,W,NORTHMOOR,RD,2110 W NORTHMOOR RD,PEORIA,IL,61614,1, ,LIVING HOPE EVANGELICAL LUTHERAN CHURCH,16,1627
2373,1417326014,1417326014,M,"SHEA, PEARL M", , , , ,1324,W,NORTHMOOR,RD,1324 W NORTHMOOR RD,PEORIA,IL,61614,1,PEARL,SHEA,16,1630
2375,1417326012,1417326012, ,"WALLER, JOHN",6025 N UNIVERSITY ST, ,PEORIA,IL,6025,N,UNIVERSITY,ST,6025 N UNIVERSITY ST,PEORIA,IL,61614,1,JOHN,WALLER,16,1630
2378,1417326001,1417326001, ,AMERITECH-IL,ATTN TAX DEPARTMENT,225 W RANDOLPH RM 26C,CHICAGO,IL,1520,W,NORTHMOOR,RD,1520 W NORTHMOOR RD,PEORIA,IL,61614,1, ,AMERITECH-IL,16,1630
2382,1417326013,1417326013,M,"SHEA, PEARL M", , , , ,1320,W,NORTHMOOR,RD,1320 W NORTHMOOR RD,PEORIA,IL,61614,1,PEARL,SHEA,16,1630
2338,1420101002,1420101002, ,ILLINOIS CENTRAL COLLEGE,1 COLLEGE DR, ,EAST PEORIA,IL,5407,N,UNIVERSITY,ST,5407 N UNIVERSITY ST,PEORIA,IL,61614,1, ,ILLINOIS CENTRAL COLLEGE,16,1631
2339,1420126017,1420126017, ,DEPT OF ADMIN SERVICES,ATTN: JON BAUMON,716 STRATTON BLDG,SPRINGFIELD,IL,5415,N,UNIVERSITY,ST,5415 N UNIVERSITY ST,PEORIA,IL,61614,1, ,DEPT OF ADMIN SERVICES,16,1631
2342,1417382010,1417382010, ,"CHIOU, CHUNG-YUH",5505 N UNIVERSITY ST, ,PEORIA,IL,5505,N,UNIVERSITY,ST,5505 N UNIVERSITY ST,PEORIA,IL,61614,1,CHUNG-YUH,CHIOU,16,1631
2334,1420227030,1420227030, ,NEW APOSTOLIC CHURCH,C/O PAUL M WURST,5341 N SHERIDAN RD,PEORIA,IL,5341,N,SHERIDAN,RD,5341 N SHERIDAN RD,PEORIA,IL,61614,1, ,NEW APOSTOLIC CHURCH,16,1632
2350,1417451004,1417451004, ,FIRST CHURCH OF THE NAZARENE,5504 N UNIVERSITY ST, ,PEORIA,IL,5504,N,UNIVERSITY,ST,5504 N UNIVERSITY ST,PEORIA,IL,61614,1, ,FIRST CHURCH OF THE NAZARENE,16,1632
2347,1408477017,1408477017, ,MORTON COMMUNITY BANK,671 W JACKSON,P O BOX 104,MORTON,IL,6907,N,KNOXVILLE,AVE,6907 N KNOXVILLE AVE,PEORIA,IL,61615,1, ,MORTON COMMUNITY BANK,16,1634
2399,1417230008,1417230008, ,OSF HEALTHCARE SYSTEM,800 NE GLEN OAK AVE, ,PEORIA,IL,6501,N,SHERIDAN,RD,6501 N SHERIDAN RD,PEORIA,IL,61614,1, ,OSF HEALTHCARE SYSTEM,16,1634
2429,1417227002,1417227002, ,FIRST CAPITAL BANK,6699 N SHERIDAN RD, ,PEORIA,IL,6699,N,SHERIDAN,RD,6699 N SHERIDAN RD,PEORIA,IL,61614,1, ,FIRST CAPITAL BANK,16,1634
2432,1408479012,1408479012, ,"SIEGRIST, SCOTT",6516 N RIDGEFIELD LN, ,PEORIA,IL,6706,W,WILSHIRE,DR,6706 W WILSHIRE DR,PEORIA,IL,61614,1,SCOTT,SIEGRIST,16,1634
2438,1408479015,1408479015,J,"SIEGRIST, DONNA J",6516 N RIDGEFIELD LN, ,PEORIA,IL,6707,N,SHERIDAN,RD,6707 N SHERIDAN RD,PEORIA,IL,61604,1,DONNA,SIEGRIST,16,1634
2447,1408477011,1408477011, ,6807 KNOXVILLE PROPERTY LLC,6807 N KNOXVILLE AVE, ,PEORIA,IL,6807,N,KNOXVILLE,AVE,6807 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,6807 KNOXVILLE PROPERTY LLC,16,1634
2465,1408477013,1408477013, ,PEORIA MEDICAL PROPERTY INVESTORS LLC,7301 N KNOXVILLE AVE, ,PEORIA,IL,6809,N,KNOXVILLE,AVE,6809 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,PEORIA MEDICAL PROPERTY INVESTORS LLC,16,1634
2473,1408477012,1408477012, ,MARILYN R KOHN TRUST DATED 4-13-2000,380 E HIGH POINT RD, ,PEORIA,IL,6811,N,KNOXVILLE,AVE,6811 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,MARILYN R KOHN TRUST DATED 4-13-2000,16,1634
2478,1408477018,1408477018, ,MORTON COMMUNITY BANK,721 W JACKSON, ,MORTON,IL,6901,N,KNOXVILLE,AVE,6901 N KNOXVILLE AVE,PEORIA,IL,61615,1, ,MORTON COMMUNITY BANK,16,1634
2488,1408477016,1408477016, ,MORTON COMMUNITY BANK,721 W JACKSON, ,MORTON,IL,6919,N,KNOXVILLE,AVE,6919 N KNOXVILLE AVE,PEORIA,IL,61615,1, ,MORTON COMMUNITY BANK,16,1634
2325,1417203002,1417203002, ,FIRST CHRISTIAN CHURCH,6400 N UNIVERSITY ST, ,PEORIA,IL,6400,N,UNIVERSITY,ST,6400 N UNIVERSITY ST,PEORIA,IL,61614,1, ,FIRST CHRISTIAN CHURCH,16,1635
2400,1417201002,1417201002, ,INTERNATIONAL FIVE LLC,ATTN B J DOLAN,1029 PINE ST,GLENVIEW,IL,6500,N,UNIVERSITY,ST,6500 N UNIVERSITY ST,PEORIA,IL,61614,1, ,INTERNATIONAL FIVE LLC,16,1635
3119,1417251007,1417251007, ,CAPITAL SENIOR PEORIA LLC,14160 DALLAS PARKWAY SUITE 300, ,DALLAS,TX,1201,W,NORTHMOOR,RD,1201 W NORTHMOOR RD,PEORIA,IL,61614,1, ,CAPITAL SENIOR PEORIA LLC,16,1635
2278,1417231006,1417231006,P,"KELONE, DAVID P",1007 SHORELINE CT, ,DUNLAP,IL,6401,N,SHERIDAN,RD,6401 N SHERIDAN RD,PEORIA,IL,61614,1,DAVID,KELONE,16,1636
2390,1417281002,1417281002, ,"EARP, SHARON",6115 N SHERIDAN RD, ,PEORIA,IL,6115,N,SHERIDAN,RD,6115 N SHERIDAN RD,PEORIA,IL,61614,1,SHARON,EARP,16,1636
2328,1416101001,1416101001,E,"BROWN, CHARLES E",6600 N SHERIDAN RD, ,PEORIA,IL,6600,N,SHERIDAN,RD,6600 N SHERIDAN RD,PEORIA,IL,61614,1,CHARLES,BROWN,16,1640
2387,1416155014,1416155014, ,BUNCH PROPERTIES,MIDSTATE COLLEGE,411 NORTHMOOR RD,PEORIA,IL,405,W,NORTHMOOR,RD,405 W NORTHMOOR RD,PEORIA,IL,61614,1, ,BUNCH PROPERTIES,16,1640
2395,1416101010,1416101010,R,"LOWE, VIRGIL R",100 ALLISON DR, ,LINCOLN,IL,6320,N,SHERIDAN,RD,6320 N SHERIDAN RD,PEORIA,IL,61614,1,VIRGIL,LOWE,16,1640
2403,1416101005,1416101005, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,NOBLE ADMINISTRATION CENTER,1125 W LAKE AVE,PEORIA,IL,6518,N,SHERIDAN,RD,6518 N SHERIDAN RD,PEORIA,IL,61614,1, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,16,1640
2409,1416101028,1416101028,E,"BROWN, CHARLES E",818 W RIDGE RD, ,PEORIA,IL,6526,N,SHERIDAN,RD,6526 N SHERIDAN RD,PEORIA,IL,61614,1,CHARLES,BROWN,16,1640
2410,1416101001,1416101001,E,"BROWN, CHARLES E",6600 N SHERIDAN RD, ,PEORIA,IL,6600,N,SHERIDAN,RD,6600 N SHERIDAN RD,PEORIA,IL,61614,1,CHARLES,BROWN,16,1640
2332,1416327008,1416327008, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,NOBLE ADMINISTRATION CENTER,1125 W LAKE AVE,PEORIA,IL,6035,N,KNOXVILLE,AVE,6035 N KNOXVILLE AVE,PEORIA,IL,61615,1, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,16,1642
2354,1416376003,1416376003, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,NOBLE ADMINISTRATION CENTER,1125 W LAKE AVE,PEORIA,IL,5805,N,KNOXVILLE,AVE,5805 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,16,1642
2357,1416327004,1416327004,L,"WARFIELD, STEVEN L",627 W SAVANNA CT, ,DUNLAP,IL,5831,N,KNOXVILLE,AVE,5831 N KNOXVILLE AVE,PEORIA,IL,61614,1,STEVEN,WARFIELD,16,1642
2360,1416327006,1416327006, ,BOB & ED LAND TRUST #1,5901 N KNOXVILLE AVE, ,PEORIA,IL,5901,N,KNOXVILLE,AVE,5901 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,BOB & ED LAND TRUST #1,16,1642
2324,1416452040,1416452040, ,NEW JUNCTION VENTURES LLC,5901 N PROSPECT RD SUITE 14A, ,PEORIA,IL,5901,N,PROSPECT,RD,5901 N PROSPECT RD,PEORIA,IL,61614,1, ,NEW JUNCTION VENTURES LLC,16,1645
2331,1416452039,1416452039, ,OMEGA PEORIA LLC,5901 N PROSPECT RD SUITE 200, ,PEORIA,IL, ,N,PROSPECT,RD,N PROSPECT RD,PEORIA,IL,61614,1, ,OMEGA PEORIA LLC,16,1645
2351,1416452034,1416452034, ,ILLINOIS RSA #3 INC,C/O U S CELLULAR/PROPERTY TAXES,P O BOX 31369,CHICAGO,IL,5713,N,HUMBOLDT,AVE,5713 N HUMBOLDT AVE,PEORIA,IL,61614,1, ,ILLINOIS RSA #3 INC,16,1645
2352,1416451016,1416451016, ,ASSISTED LIVING COMPANIES LLC,830 W TRAILCREEK DR, ,PEORIA,IL,5720,N,KNOXVILLE,AVE,5720 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,ASSISTED LIVING COMPANIES LLC,16,1645
2353,1416452008,1416452008, ,ILLINOIS RSA #3 INC,C/O U S CELLULAR/PROPERTY TAXES,P O BOX 31369,CHICAGO,IL,5717,N,HUMBOLDT,AVE,5717 N HUMBOLDT AVE,PEORIA,IL,61614,1, ,ILLINOIS RSA #3 INC,16,1645
3118,1416451008,1416451008, ,HCR MANORCARE PROPERTIES LLC,333 N SUMMIT ST, ,TOLEDO,OH,5600,N,GLEN ELM,DR,5600 N GLEN ELM DR,PEORIA,IL,61614,1, ,HCR MANORCARE PROPERTIES LLC,16,1645
2277,1421103014,1421103014, ,PROCTOR COMMUNITY HOSPITAL,5409 N KNOXVILLE AVE, ,PEORIA,IL,5409,N,KNOXVILLE,AVE,5409 N KNOXVILLE AVE,PEORIA,IL,61614,1, ,PROCTOR COMMUNITY HOSPITAL,16,1647
2297,1310100012,1310100012,A,"WERRY, GLENN A JR",6209 W ROUTE 150, ,EDWARDS,IL,6209,W,ROUTE 150, ,6209 W ROUTE 150,EDWARDS,IL,61528,272,GLENN,WERRY,19,1901
2623,1310200020,1310200020, ,AFFINA CORPORATION,ATTN ACCOUNTS PAYABLE,2001 E RUPPMAN PLAZA,PEORIA,IL,5515,N,ROUTE 150, ,5515 N ROUTE 150,PEORIA,IL,61615,274, ,AFFINA CORPORATION,19,1901
2637,1310200003,1310200003, ,OSF HEALTHCARE SYSTEM,ATTN  CORP DIRECTOR OF REAL ESTATE,800 NE GLEN OAK AVENUE,PEORIA,IL,5901,W,WAR MEMORIAL,DR,5901 W WAR MEMORIAL DR,PEORIA,IL,61615,274, ,OSF HEALTHCARE SYSTEM,19,1901
2646,1310201002,1310201002, ,METHODIST SERVICES INC,ATTN TERRY WATERS,221 NE GLEN OAK,PEORIA,IL,7600,N,ACADEMIC,DR,7600 N ACADEMIC DR,PEORIA,IL,61615,274, ,METHODIST SERVICES INC,19,1901
2287,1311201002,1311201002, ,PETERSEN COMPANIES LLC,830 W TRAILCREEK DR, ,PEORIA,IL,7708,N,ROUTE 91, ,7708 N ROUTE 91,PEORIA,IL,61615,245, ,PETERSEN COMPANIES LLC,19,1902
2290,1311177001,1311177001, ,MAIN STREET BANCORP INC,142 E MAIN ST,P O BOX 409,PRINCEVILLE,IL,4924,W,AMERICAN PRAIRIE,DR,4924 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,MAIN STREET BANCORP INC,19,1902
2310,1311126009,1311126009, ,TWOPUTT INC,7308 N WILLOWLAKE CT, ,PEORIA,IL,5121,W,AMERICAN PRAIRIE,DR,5121 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,TWOPUTT INC,19,1902
2595,1311151017,1311151017, ,FCPT REMINGTON PROPERTIES LLC,1000 DARDEN CENTER DR, ,ORLANDO,FL,7611,N,GRAND PRAIRIE,DR,7611 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,FCPT REMINGTON PROPERTIES LLC,19,1902
2599,1311151006,1311151006, ,COMMERCE BANK,C/O COMMERCE BANCSHARES INC,8000 FORSYTH BLVD SUITE 1300,SAINT LOUIS,MO,7400,N,ORANGE PRAIRIE,RD,7400 N ORANGE PRAIRIE RD,PEORIA,IL,61615,8, ,COMMERCE BANK,19,1902
2605,1311151009,1311151009, ,REALTY INCOME ILLINOIS PROPERTIES 2 LLC,C/O REALTY INCOME CORP ATTN: LEGAL DEPT,11995 EL CAMINO RAL,SAN DIEGO,CA,7411,N,GRAND PRAIRIE,DR,7411 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,REALTY INCOME ILLINOIS PROPERTIES 2 LLC,19,1902
2614,1311151014,1311151014,D,"QUAGLIANO, MICHAEL D",307 N 36TH ST SUITE 110, ,QUINCY,IL,7501,N,GRAND PRAIRIE,DR,7501 N GRAND PRAIRIE DR,PEORIA,IL,61615,8,MICHAEL,QUAGLIANO,19,1902
2628,1311151013,1311151013, ,BLUEROAD NET LEASE LLC,205 N MICHIGAN AVE SUITE 2940, ,CHICAGO,IL,7515,N,GRAND PRAIRIE,DR,7515 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,BLUEROAD NET LEASE LLC,19,1902
2636,1311176007,1311176007, ,PEORIA NEW MALL LLC,980 N MICHIGAN AVE STE 1660, ,CHICAGO,IL,5201,W,AMERICAN PRAIRIE,DR,5201 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,PEORIA NEW MALL LLC,19,1902
2645,1311176003,1311176003,S,"LUCAS, MARY S",2982 265TH ST, ,DE WITT,IA,7610,N,GRAND PRAIRIE,DR,7610 N GRAND PRAIRIE DR,PEORIA,IL,61615,8,MARY,LUCAS,19,1902
2655,1311200013,1311200013, ,FURNITURE ROW USA LLC,5603 N BROADWAY, ,DENVER,CO,7618,N,ROUTE 91, ,7618 N ROUTE 91,PEORIA,IL,61615,274, ,FURNITURE ROW USA LLC,19,1902
2656,1311151019,1311151019, ,COLE GO PEORIA IL LLC,2555 E CAMELBACK RD SUITE 400, ,PHOENIX,AZ,7611,N,GRAND PRAIRIE,DR,7611 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,COLE GO PEORIA IL LLC,19,1902
2665,1311151011,1311151011, ,BW & CW LLC,C/O ROBERT B WOOSLEY,7705 N GRAND PRAIRIE DR,PEORIA,IL,7719,N,GRAND PRAIRIE,DR,7719 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,BW & CW LLC,19,1902
2666,1311201003,1311201003,SUE,"RESLER, RAYLENE SUE",12707 W PARKS SCHOOL RD, ,PRINCEVILLE,IL,7628,N,ROUTE 91, ,7628 N ROUTE 91,PEORIA,IL,61615,274,RAYLENE,RESLER,19,1902
2675,1311176001,1311176001, ,MATTER FAMILY LIMITED PARTNERSHIP,C/O BRIAN D MOOTY,301 SW ADAMS ST,PEORIA,IL,7702,N,GRAND PRAIRIE,DR,7702 N GRAND PRAIRIE DR,PEORIA,IL,61615,8, ,MATTER FAMILY LIMITED PARTNERSHIP,19,1902
2710,1311126005,1311126005, ,CULLINAN PROPERTIES LTD,ATTN PROPERTY MANAGEMENT,420 N MAIN ST,EAST PEORIA,IL,5001,W,AMERICAN PRAIRIE,DR,5001 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,CULLINAN PROPERTIES LTD,19,1902
2711,1311126004,1311126004, ,HINTON PROPERTY MANAGEMENT LLC,5035 W AMERICAN PRAIRIE DR, ,PEORIA,IL,5025,W,AMERICAN PRAIRIE,DR,5025 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,HINTON PROPERTY MANAGEMENT LLC,19,1902
2719,1311202001,1311202001, ,MAIN STREET BANK & TRUST COMPANY,2513 N MAIN ST,P O BOX 2236,EAST PEORIA,IL,7810,N,ROUTE 91, ,7810 N ROUTE 91,PEORIA,IL,61615,274, ,MAIN STREET BANK & TRUST COMPANY,19,1902
2725,1311126011,1311126011, ,FLIGHT PROPERTIES LLC,5131 W AMERICAN PRAIRIE DR, ,PEORIA,IL,5131,W,AMERICAN PRAIRIE,DR,5131 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,FLIGHT PROPERTIES LLC,19,1902
2726,1311101002,1311101002, ,RAVE MOTION PICTURES PEORIA LLC,3333 WELBORN SUITE 100, ,DALLAS,TX,5311,W,AMERICAN PRAIRIE,DR,5311 W AMERICAN PRAIRIE DR,PEORIA,IL,61615,8, ,RAVE MOTION PICTURES PEORIA LLC,19,1902
2355,1314476004,1314476004, ,CITY OF PEORIA,419 FULTON ST, ,PEORIA,IL,5719,N,FROSTWOOD,PKY,5719 N FROSTWOOD PKY,PEORIA,IL,61615,278, ,CITY OF PEORIA,19,1907
2444,1311484007,1311484007,C,"REED, JOHN C DDS",6714 N FROSTWOOD PARKWAY, ,PEORIA,IL,6714,N,FROSTWOOD,PKY,6714 N FROSTWOOD PKY,PEORIA,IL,61615,3,JOHN,REED,19,1909
2450,1312352009,1312352009,J,"MONGE, RICHARD J",805 W PIONEER PARKWAY, ,PEORIA,IL,4123,W,PARTRIDGE,WAY,4123 W PARTRIDGE WAY,PEORIA,IL,61615,1,RICHARD,MONGE,19,1909
2451,1312353003,1312353003, ,AUTO-OWNERS LIFE INSURANCE COMPANY,ATTN REAL ESTATE,P O BOX 30660,LANSING,MI,6715,N,BIG HOLLOW,RD,6715 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,AUTO-OWNERS LIFE INSURANCE COMPANY,19,1909
2466,1312352003,1312352003,R,"MCLAVEY, BERNARD R",P O BOX 711, ,PRAIRIE GROVE,AR,6820,N,PEAR TREE,LN,6820 N PEAR TREE LN,PEORIA,IL,61615,1,BERNARD,MCLAVEY,19,1909
2468,1311484012,1311484012, ,WELLS LAND LLC,6705 N FIELDSTONE CT, ,PEORIA,IL,6736,N,FROSTWOOD,PKY,6736 N FROSTWOOD PKY,PEORIA,IL,61615,1, ,WELLS LAND LLC,19,1909
2470,1312352004,1312352004, ,CRYSTAL GLEN PROPERTIES LLC SERIES PEORIA,ATTN SANDRA B HILST,3440 W WABASH AVE,SPRINGFIELD,IL,6828,N,PEAR TREE,LN,6828 N PEAR TREE LN,PEORIA,IL,61614,1, ,CRYSTAL GLEN PROPERTIES LLC SERIES PEORIA,19,1909
2472,1311484005,1311484005, ,"STEINER, HAROLD",312 N CREEK CT, ,PRINCEVILLE,IL,6816,N,FROSTWOOD,PKY,6816 N FROSTWOOD PKY,PEORIA,IL,61615,1,HAROLD,STEINER,19,1909
2480,1312351004,1312351004, ,METHODIST SERVICES INC,221 NE GLEN OAK AVE, ,PEORIA,IL,6831,N,PEAR TREE,LN,6831 N PEAR TREE LN,PEORIA,IL,61615,1, ,METHODIST SERVICES INC,19,1909
2484,1311484001,1311484001, ,FROSTWOOD ENTERPRISES,P O BOX 10595, ,PEORIA,IL,6824,N,FROSTWOOD,PKY,6824 N FROSTWOOD PKY,PEORIA,IL,61615,1, ,FROSTWOOD ENTERPRISES,19,1909
2323,1313101002,1313101002, ,GREATEST ASSEST LP,C/O KATHRYN M SMART,4240 NORTHBROOK CT,PEORIA,IL,6615,N,BIG HOLLOW,RD,6615 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,GREATEST ASSEST LP,19,1910
2389,1313177017,1313177017, ,STORE MASTER FUNDING XI LLC,C/O CADENCE EDUCATION INC,8767 E VIA DE VENTURA SUITE 200,SCOTTSDALE,AZ,6101,N,BIG HOLLOW,RD,6101 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,STORE MASTER FUNDING XI LLC,19,1910
2391,1313177025,1313177025, ,CASEY'S RETAIL COMPANY,ATTN ACCOUNTING DEPT,P O BOX 3001,ANKENY,IA,6203,N,BIG HOLLOW,RD,6203 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,CASEY'S RETAIL COMPANY,19,1910
2393,1313151002,1313151002, ,EL VISTA BAPTIST CHURCH,6301 N SYLER ST, ,PEORIA,IL,6301,N,SYLER,ST,6301 N SYLER ST,PEORIA,IL,61615,1, ,EL VISTA BAPTIST CHURCH,19,1910
2394,1313130003,1313130003, ,OSF HEALTHCARE SYSTEM,ATTN  CORP DIRECTOR OF REAL ESTATE,800 NE GLEN OAK AVENUE,PEORIA,IL,6339,N,BIG HOLLOW,RD,6339 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,OSF HEALTHCARE SYSTEM,19,1910
2431,1312300028,1312300028, ,NORTHWEST UNITED METHODIST CHURCH,3800 W WAR MEMORIAL DR, ,PEORIA,IL,3800,W,WAR MEMORIAL,DR,3800 W WAR MEMORIAL DR,PEORIA,IL,61614,1, ,NORTHWEST UNITED METHODIST CHURCH,19,1911
2434,1312376004,1312376004, ,ILLINOIS BIBLE INSTITUTE INC,17280 LAKESIDE DR, ,CARLINVILLE,IL,3902,W,BARING,TRCE,3902 W BARING TRCE,PEORIA,IL,61615,1, ,ILLINOIS BIBLE INSTITUTE INC,19,1911
2435,1312376002,1312376002,D,"HERMES, LEO D",205 S LEE ST,P O BOX 3323,BLOOMINGTON,IL,3904,W,BARING TRACE, ,3904 W BARING TRACE,PEORIA,IL,61615,1,LEO,HERMES,19,1911
2440,1312354012,1312354012, ,BARING TRACE LLC,3922 W BARING TRACE, ,PEORIA,IL,3922,W,BARING TRACE, ,3922 W BARING TRACE,PEORIA,IL,61615,1, ,BARING TRACE LLC,19,1911
2443,1312354006,1312354006,J,"ZICH, WALTER J JR",6705 N FIELDSTONE CT, ,PEORIA,IL,6710,N,BIG HOLLOW,RD,6710 N BIG HOLLOW RD,PEORIA,IL,61615,1,WALTER,ZICH,19,1911
2449,1312354008,1312354008, ,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,ONE NATIONAL CITY PKY,K-A14-1K PROPERTY TAXES,KALAMAZOO,MI,3930,W,WAR MEMORIAL,DR,3930 W WAR MEMORIAL DR,PEORIA,IL,61615,1, ,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,19,1911
2452,1312376005,1312376005, ,RIEKER PROPERTIES LLC,5200 N KNOXVILLE AVE 305 S, ,PEORIA,IL,3818,W,WAR MEMORIAL,DR,3818 W WAR MEMORIAL DR,PEORIA,IL,61615,1, ,RIEKER PROPERTIES LLC,19,1911
2453,1312354004,1312354004, ,POSEIDON INC,ATTN RON WILSON,285 S FARNHAM ST,GALESBURG,IL,3901,W,BARING,TRCE,3901 W BARING TRCE,PEORIA,IL,61614,1, ,POSEIDON INC,19,1911
2458,1312354003,1312354003, ,METHODIST SERVICES INC,221 NE GLEN OAK AVE, ,PEORIA,IL,3915,W,BARING,TRCE,3915 W BARING TRCE,PEORIA,IL,61614,1, ,METHODIST SERVICES INC,19,1911
2459,1312354001,1312354001, ,MCDONALDS CORPORATION,C/O TERRY CLARK,10420 DAHLIA COURT,PEORIA,IL,4007,W,BARING,TER,4007 W BARING TER,PEORIA,IL,61614,1, ,MCDONALDS CORPORATION,19,1911
2370,1313401001,1313401001, ,BIG HOLLOW LLC,600 N BIG HOLLOW RD, ,PEORIA,IL,6000,N,BIG HOLLOW,RD,6000 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,BIG HOLLOW LLC,19,1912
2374,1313327018,1313327018, ,HIGHLANDS CONGREGATION OF JEHOVAHS WITNESSES,6007 W BIG HOLLOW RD, ,PEORIA,IL,6007,N,BIG HOLLOW,RD,6007 N BIG HOLLOW RD,PEORIA,IL,61615,1, ,HIGHLANDS CONGREGATION OF JEHOVAHS WITNESSES,19,1912
2379,1313327017,1313327017,C,"RYAN, MARY C",6431 N ROBINWOOD DR, ,PEORIA,IL,6015,N,BIG HOLLOW,RD,6015 N BIG HOLLOW RD,PEORIA,IL,61615,1,MARY,RYAN,19,1912
2381,1313327015,1313327015, ,DALFIUME & LADD LLC,3716 W BRIGHTON AVE, ,PEORIA,IL,3716,W,BRIGHTON,AVE,3716 W BRIGHTON AVE,PEORIA,IL,61615,1, ,DALFIUME & LADD LLC,19,1912
